popularity,budget,revenue,director,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
1.023117,47000000,10539000,Jimmy Hayward,80,Action|Western|Drama|Fantasy|Thriller,2010-06-18,252,4.4,2010,47000000.0,10539000.0
1.010874,65000000,0,Luc Besson,101,Animation|Adventure|Fantasy|Family,2010-08-22,185,5.3,2010,65000000.0,0.0
1.009826,0,0,Rob Hardy,90,Drama|Music,2010-10-10,19,5.4,2010,0.0,0.0
1.00879599999999,22000000,0,Karan Johar,145,Drama|Romance,2010-02-12,140,7.6,2010,22000000.0,0.0
1.004446,20000000,80547866,Jason Friedberg|Aaron Seltzer,82,Horror|Comedy,2010-08-18,177,4.3,2010,20000000.0,80547866.0
1.003782,2000000,7871522,Charles Ferguson,109,Documentary,2010-10-08,171,7.6,2010,2000000.0,7871522.0
0.997641,75000000,98159963,Robert Luketic,100,Action|Comedy|Thriller|Romance,2010-06-04,530,5.7,2010,75000000.0,98159963.0
0.992107,26000000,67918658,Scott Stewart,100,Horror,2010-01-21,376,5.0,2010,26000000.0,67918658.0
0.988366,0,3317662,GÃ©la Babluani,97,Drama|Thriller,2010-03-12,135,5.9,2010,0.0,3317662.0
0.984762,100000000,288347692,Michael Patrick King,146,Comedy|Drama|Romance,2010-05-26,275,5.5,2010,100000000.0,288347692.0
0.982925,20000000,32005248,Andy Fickman,105,Comedy|Romance,2010-09-24,213,6.0,2010,20000000.0,32005248.0
0.981468,35000000,93246388,Susanna White,109,Fantasy|Comedy,2010-03-26,228,6.0,2010,35000000.0,93246388.0
0.944055,36000000,64572262,Steve Pink,101,Science Fiction|Comedy|Adventure,2010-03-26,550,5.9,2010,36000000.0,64572262.0
0.932529,21800000,0,Paul Scheuring,120,Thriller|Drama,2010-07-15,143,6.6,2010,21800000.0,0.0
0.919635,20000000,24145613,Matt Reeves,116,Drama|Horror|Mystery,2010-10-01,353,6.6,2010,20000000.0,24145613.0
0.918093,14000000,1755212,Rob Reiner,90,Comedy|Drama|Romance,2010-08-06,259,7.2,2010,14000000.0,1755212.0
0.914278,80000000,140073390,Zack Snyder,97,Animation|Adventure|Family|Fantasy,2010-07-10,471,6.5,2010,80000000.0,140073390.0
0.912689,32000000,69055695,John Luessenhop,107,Action|Crime|Drama|Thriller,2010-08-26,248,6.1,2010,32000000.0,69055695.0
0.912122,55000000,89519773,Steve Antin,119,Drama|Romance,2010-11-23,341,6.8,2010,55000000.0,89519773.0
0.892355999999999,15000000,4882577,John Wells,104,Drama,2010-10-21,133,6.4,2010,15000000.0,4882577.0
0.878529,32000000,42045846,Nanette Burstein,102,Comedy|Drama|Romance,2010-09-01,172,6.0,2010,32000000.0,42045846.0
0.878074,24000000,23081726,"George Tillman, Jr.",98,Crime|Drama|Action|Thriller,2010-11-23,360,6.2,2010,24000000.0,23081726.0
0.876654,20000000,0,Roselyne Bosch,115,Drama|History|War,2010-03-10,182,7.3,2010,20000000.0,0.0
0.875432,3000000,177512032,Tod Williams,91,Horror|Thriller,2010-10-20,421,5.7,2010,3000000.0,177512032.0
0.856916,15000000,9455232,Mark Romanek,104,Drama|Romance|Science Fiction,2010-09-15,414,6.7,2010,15000000.0,9455232.0
0.856837,0,6629178,Brandon Vietti,75,Action|Animation,2010-07-27,272,7.6,2010,0.0,6629178.0
0.856221999999999,20000000,65464324,Anton Corbijn,104,Crime|Drama|Thriller,2010-08-31,290,5.6,2010,20000000.0,65464324.0
0.84783,0,0,Tim Johnson,21,Animation|Family,2010-11-26,28,6.7,2010,0.0,0.0
0.839106999999999,30000000,55583804,Kevin Smith,107,Action|Comedy|Crime,2010-02-26,310,5.5,2010,30000000.0,55583804.0
0.837063999999999,11000000,0,Darren Lynn Bousman,112,Crime|Drama|Horror|Thriller,2010-09-23,51,6.2,2010,11000000.0,0.0
0.827664,500000,4242978,Gareth Edwards,94,Drama|Thriller|Science Fiction,2010-06-18,328,6.3,2010,500000.0,4242978.0
0.826116,0,4430765,Emilio Estevez,128,Adventure|Comedy|Drama,2010-09-10,93,7.2,2010,0.0,4430765.0
0.82289,38000000,105610124,Greg Berlanti,115,Comedy|Romance|Drama,2010-10-08,516,6.5,2010,38000000.0,105610124.0
0.804348,12000000,6814789,Neil Marshall,97,Drama|Action|Thriller,2010-02-15,198,5.7,2010,12000000.0,6814789.0
0.802711,3200000,5332926,Mike Mills,105,Drama|Romance|Comedy,2010-09-11,204,6.8,2010,3200000.0,5332926.0
0.79882,0,0,Kyle Balda|Samuel Tourneux,5,Animation|Comedy|Family,2010-12-13,54,7.1,2010,0.0,0.0
0.795706999999999,0,0,Michael Rowe,94,Drama|Comedy|Romance,2010-05-17,13,4.7,2010,0.0,0.0
0.794885,22000000,851517,BjÃ¶rn Stein|MÃ¥ns MÃ¥rlind,112,Horror|Mystery|Thriller,2010-03-27,112,5.5,2010,22000000.0,851517.0
0.791799,22000000,9479718,John Curran,105,Drama,2010-10-07,97,4.9,2010,22000000.0,9479718.0
0.789582,15000000,75700498,Thor Freudenthal,94,Comedy|Family,2010-03-19,190,5.8,2010,15000000.0,75700498.0
0.788144,2000000,572809,Steven R. Monroe,108,Thriller|Crime|Horror,2010-06-17,269,6.2,2010,2000000.0,572809.0
0.78688,24000000,83188165,Alexandre Aja,88,Comedy|Horror,2010-08-20,306,5.2,2010,24000000.0,83188165.0
0.778439999999999,40000000,58785180,Roger Michell,102,Comedy|Drama|Romance,2010-01-12,246,6.1,2010,40000000.0,58785180.0
0.773316,12500000,6732980,Tony Goldwyn,107,Drama,2010-09-11,87,7.0,2010,12500000.0,6732980.0
0.764791,90000000,16178959,Andrei Konchalovsky,110,Fantasy|Action|Family,2010-11-24,28,5.8,2010,90000000.0,16178959.0
0.761889,1800000,67738090,Daniel Stamm,87,Horror|Drama|Thriller,2010-08-27,179,5.4,2010,1800000.0,67738090.0
0.756229,48000000,112462508,Michael Lembeck,101,Comedy|Family|Fantasy,2010-01-14,282,5.2,2010,48000000.0,112462508.0
0.754526,0,0,Gil Junger,83,Romance|Comedy,2010-04-18,90,5.1,2010,0.0,0.0
0.754168,22000000,24188922,Doug Liman,108,Drama|Thriller,2010-05-20,129,6.4,2010,22000000.0,24188922.0
0.745434,10000000,498974,John Carpenter,88,Horror|Thriller,2010-09-13,166,5.9,2010,10000000.0,498974.0
0.744585,0,7000000,Sam Liu,81,Animation|Action|Science Fiction,2010-02-02,59,6.6,2010,0.0,7000000.0
0.740867,1987650,19152480,Rodrigo CortÃ©s,94,Drama|Thriller|Mystery,2010-09-24,458,6.5,2010,1987650.0,19152480.0
0.73988,69000000,86387857,Jay Roach,114,Comedy,2010-07-30,324,5.4,2010,69000000.0,86387857.0
0.733947,0,36699403,Mark Steven Johnson,91,Fantasy|Comedy|Romance,2010-01-29,249,5.7,2010,0.0,36699403.0
0.698693999999999,13000000,0,Giorgio Serafini,98,Adventure|Action|Thriller,2010-11-27,25,4.6,2010,13000000.0,0.0
0.693664,0,0,James Keach,94,Drama|Romance,2010-02-10,81,5.8,2010,0.0,0.0
0.68633,4000000,34705850,Lisa Cholodenko,106,Comedy|Drama,2010-07-09,280,6.4,2010,4000000.0,34705850.0
0.674413,0,0,Robert Vince,89,Adventure,2010-10-12,18,5.7,2010,0.0,0.0
0.671484,10000000,66821036,Colin Strause|Greg Strause,100,Science Fiction,2010-11-11,304,4.7,2010,10000000.0,66821036.0
0.670027,20000000,45636368,John Madden,113,Drama|Thriller,2010-04-11,147,6.1,2010,20000000.0,45636368.0
0.669106,0,0,Ben Stassen,88,Animation|Family,2010-08-03,91,5.8,2010,0.0,0.0
0.661465,7500000,0,Aaron Schneider,103,Comedy|Drama|Mystery,2010-07-30,41,5.9,2010,7500000.0,0.0
0.659899,15000000,0,Gregor Jordan,97,Action|Adventure|Drama|Thriller,2010-06-14,237,6.5,2010,15000000.0,0.0
0.659749,2000000,13831503,Debra Granik,100,Drama,2010-06-11,289,6.7,2010,2000000.0,13831503.0
0.658786,0,0,Joann Sfar,130,Drama,2010-01-20,57,6.9,2010,0.0,0.0
0.655955,7000000,46488,Stephen Milburn Anderson,108,Crime|Thriller|Comedy,2010-01-01,33,5.8,2010,7000000.0,46488.0
0.655878,85000000,112483764,Brad Peyton,82,Comedy|Family,2010-07-30,60,5.0,2010,85000000.0,112483764.0
0.6538,0,0,Paul Hoen,97,TV Movie|Drama|Comedy|Music|Romance,2010-06-06,185,5.5,2010,0.0,0.0
0.649289999999999,10000000,6110000,Jorma Taccone,90,Action|Adventure|Comedy,2010-05-21,95,5.2,2010,10000000.0,6110000.0
0.648081,0,0,Elizabeth Allen Rosenbaum,103,Comedy|Family,2010-07-23,158,6.2,2010,0.0,0.0
0.642475,150000000,0,Joe Johnston,102,Horror|Thriller|Drama,2010-02-11,299,5.4,2010,150000000.0,0.0
0.642315,0,6153967,Noah Baumbach,107,Comedy|Drama|Romance,2010-03-26,72,5.9,2010,0.0,6153967.0
0.640576,120000000,48668907,James L. Brooks,121,Comedy|Drama|Romance,2010-12-17,136,4.9,2010,120000000.0,48668907.0
0.640516,20000000,0,Jeff Tremaine,94,Comedy|Documentary|Action,2010-10-15,302,6.5,2010,20000000.0,0.0
0.635089999999999,0,0,Kyle Balda|Samuel Tourneux,4,Animation|Comedy|Family,2010-12-13,113,7.2,2010,0.0,0.0
0.631664999999999,0,0,Stuart Gillard,60,Drama|Family|Fantasy,2010-11-12,89,5.7,2010,0.0,0.0
0.629432,0,8212430,Asif Kapadia,106,Documentary,2010-10-07,178,8.0,2010,0.0,8212430.0
0.62808,0,0,Joseph Guzman,90,Thriller|Action|Comedy,2010-09-24,22,3.6,2010,0.0,0.0
0.619772,500000,98017,Quentin Dupieux,85,Comedy|Drama|Fantasy|Horror|Mystery,2010-07-09,140,5.6,2010,500000.0,98017.0
0.619551,0,3826,William Kaufman,104,Action|Thriller|Crime,2010-09-14,16,5.3,2010,0.0,3826.0
0.618078,28000000,45236543,Brian Levant,94,Action|Comedy|Family,2010-01-15,210,5.4,2010,28000000.0,45236543.0
0.61643,20000000,49779728,Jim Field Smith,104,Comedy|Romance,2010-03-11,318,5.9,2010,20000000.0,49779728.0
0.611978,0,265318,Christopher Smith,102,Drama|Horror|Action|Thriller|Mystery,2010-06-07,107,5.6,2010,0.0,265318.0
0.608691,0,0,Andrew Jarecki,101,Drama|Mystery|Thriller|Crime|Romance,2010-12-03,192,5.9,2010,0.0,0.0
0.602854,12000000,204940,Malcolm Venville,108,Action|Comedy|Thriller,2010-01-14,49,5.8,2010,12000000.0,204940.0
0.602017,13000000,0,Michael Winterbottom,109,Crime|Drama|Thriller,2010-02-19,88,6.1,2010,13000000.0,0.0
0.599676,25000000,4644108,William Monahan,103,Drama|Crime,2010-11-10,151,5.5,2010,25000000.0,4644108.0
0.598275,50000000,105197635,Clint Eastwood,129,Drama|Fantasy,2010-10-15,279,5.5,2010,50000000.0,105197635.0
0.598083,10000000,0,Jessy Terrero,81,Action|Thriller,2010-06-10,20,5.1,2010,10000000.0,0.0
0.597254,25000000,19829957,Wes Craven,107,Drama|Horror|Mystery|Thriller,2010-10-08,75,5.2,2010,25000000.0,19829957.0
0.59643,30000000,967000,Dwight H. Little,92,Crime|Drama|Action|Thriller|Science Fiction,2010-03-20,110,5.0,2010,30000000.0,967000.0
0.591206,25000000,15478800,Robert Redford,122,Crime|Drama|History,2010-09-10,78,5.9,2010,25000000.0,15478800.0
0.583302,4500000,0,Marcus Warren,102,Action|Adventure|Foreign|Thriller,2010-04-08,10,4.8,2010,4500000.0,0.0
0.579188,21000000,49050886,Neil LaBute,92,Comedy,2010-04-15,134,5.7,2010,21000000.0,49050886.0
0.576838,0,0,VÃ­ctor GarcÃ­a,86,Horror|Mystery|Thriller,2010-10-18,66,5.4,2010,0.0,0.0
0.569318,0,88335,Tim Allen,136,Comedy|Romance,2010-01-08,14,5.6,2010,0.0,88335.0
0.564203,7000000,382946,Spencer Susser,106,Drama,2010-01-22,104,6.2,2010,7000000.0,382946.0
0.554060999999999,5000000,1000000,David MichÃ´d,113,Drama|Thriller|Crime,2010-06-03,117,6.7,2010,5000000.0,1000000.0
0.552064999999999,50000000,83761844,Tom Dey,87,Family|Comedy,2010-06-04,75,4.9,2010,50000000.0,83761844.0
0.550709,0,6467348,Werner Herzog,90,Documentary|Family,2010-09-10,32,7.1,2010,0.0,6467348.0
0.548639,0,538000,Philip Seymour Hoffman,89,Comedy|Drama|Romance,2010-09-23,22,6.0,2010,0.0,538000.0
0.545277,0,0,Patrick Hughes,97,Action|Thriller|Western,2010-11-05,23,6.1,2010,0.0,0.0
0.538392,0,3065860,Adam Green,93,Thriller,2010-02-05,322,5.8,2010,0.0,3065860.0
0.535535,70000000,134748021,Oliver Stone,133,Drama|Crime,2010-09-02,325,5.8,2010,70000000.0,134748021.0
0.534678,0,0,Larysa Kondracki,112,Drama|Thriller|Crime,2010-09-13,75,6.7,2010,0.0,0.0
0.534572,0,0,John Puglisi,16,TV Movie|Animation|Fantasy,2010-10-15,42,6.5,2010,0.0,0.0
0.534468,3000000,0,Nicole Holofcener,90,Comedy|Drama,2010-01-22,24,5.6,2010,3000000.0,0.0
0.534192,18000000,871279,Olivier Assayas,338,Crime|Drama|Thriller|History,2010-05-19,35,6.2,2010,18000000.0,871279.0
0.534144,0,0,Gary J. Tunnicliffe,94,Adventure|Comedy|Family|Fantasy,2010-04-20,15,6.3,2010,0.0,0.0
0.532098,50000000,0,Mikael HÃ¥fstrÃ¶m,105,Drama|Mystery|Romance,2010-06-10,28,6.0,2010,50000000.0,0.0
0.528989,0,0,Steven Silver,106,Drama|Romance,2010-09-15,33,6.7,2010,0.0,0.0
0.524061,0,8020,Michael Greenspan,91,Thriller|Mystery,2010-12-04,54,5.3,2010,0.0,8020.0
0.523187,8500000,0,Robert Lieberman,79,Horror,2010-06-15,22,5.6,2010,8500000.0,0.0
0.518174,0,0,Julie Anne Robinson,107,Drama|Family|Romance,2010-03-31,529,6.8,2010,0.0,0.0
0.516644,0,0,Tom Six,91,Drama|Horror|Crime,2010-08-21,159,4.7,2010,0.0,0.0
0.514465,8000000,18124262,Mike Leigh,129,Comedy|Drama,2010-11-05,46,6.7,2010,8000000.0,18124262.0
0.514385,0,0,William Lau,79,Family|Animation,2010-09-14,31,6.5,2010,0.0,0.0
0.513857,5000000,2614773,Dan Rush,97,Comedy|Drama|Romance,2010-10-15,111,5.8,2010,5000000.0,2614773.0
0.513524,0,0,Rachel Goldenberg,89,Fantasy|Drama|Horror|Action|Thriller,2010-01-26,35,5.5,2010,0.0,0.0
0.512957,20000000,54956140,Breck Eisner,101,Mystery|Horror|Action,2010-02-26,320,6.1,2010,20000000.0,54956140.0
0.51097,0,0,Hideo Nakata,97,Drama|Thriller,2010-08-11,65,5.9,2010,0.0,0.0
0.507471,0,0,Eric Laneuville,88,Drama,2010-07-19,25,5.2,2010,0.0,0.0
0.507092,10000,0,John H. Lee,120,War,2010-06-16,21,6.9,2010,10000.0,0.0
0.498635,5000000,5129058,John Cameron Mitchell,91,Drama,2010-12-16,73,6.6,2010,5000000.0,5129058.0
0.49843,8000000,0,Sofia Coppola,98,Drama,2010-09-03,120,6.2,2010,8000000.0,0.0
0.495162,20000000,39300000,Anthony Bell|Ben Gluck,88,Family|Animation,2010-09-17,84,5.5,2010,20000000.0,39300000.0
0.493121,22000000,0,Woody Allen,98,Comedy|Drama|Romance,2010-05-23,131,5.8,2010,22000000.0,0.0
0.493069,0,0,Barry Levinson,134,Drama,2010-04-14,49,6.7,2010,0.0,0.0
0.490141,0,0,Brian Levant,79,Mystery|Fantasy|Comedy|Adventure,2010-10-15,31,5.0,2010,0.0,0.0
0.484243,0,0,Cody Cameron,75,Animation|Family|Comedy,2010-01-25,64,5.3,2010,0.0,0.0
0.478118,0,430041,Kim Chapiron,91,Drama,2010-04-24,53,7.7,2010,0.0,430041.0
0.47421,0,0,Peter DeLuise,90,Fantasy|Drama|Family,2010-06-25,162,5.4,2010,0.0,0.0
0.473513,0,0,Michael Grossman,90,Comedy|Romance|TV Movie,2010-02-14,112,6.0,2010,0.0,0.0
0.470522,0,0,Fouad Mikati,82,Adventure|Action|Comedy|Thriller,2010-07-20,33,5.4,2010,0.0,0.0
0.470249,80000000,201584141,Eric Brevig,80,Comedy|Family|Animation|Adventure,2010-12-11,146,5.1,2010,80000000.0,201584141.0
0.460457,0,0,Michael Damian,96,Adventure,2010-05-04,13,6.0,2010,0.0,0.0
0.460154,0,0,Markus Goller,110,Comedy,2010-01-13,33,7.0,2010,0.0,0.0
0.455662,5773100,18144030,Max Giwa|Dania Pasquini,98,Drama,2010-05-19,54,5.8,2010,5773100.0,18144030.0
0.449761,0,0,Gary Trousdale|Raman Hui,21,Animation|Comedy,2010-10-28,49,6.4,2010,0.0,0.0
0.448095,0,0,Craig Moss,82,Comedy,2010-06-08,17,3.2,2010,0.0,0.0
0.44737,0,21520719,Sanaa Hamri,100,Comedy|Drama|Romance,2010-05-14,70,6.0,2010,0.0,21520719.0
0.444944,3500000,0,Lauren Montgomery,78,Animation|Action|Adventure,2010-09-28,95,7.0,2010,3500000.0,0.0
0.443893,2500000,324138,James Gunn,96,Comedy|Action|Drama,2010-09-09,211,6.6,2010,2500000.0,324138.0
0.443807,20000000,346594,Julie Taymor,110,Fantasy|Drama,2010-12-10,16,6.1,2010,20000000.0,346594.0
0.443437,0,0,Denys Granier-Deferre,93,Comedy,2010-03-10,10,5.4,2010,0.0,0.0
0.442823,5800000,0,Christopher B. Landon,112,Comedy|Drama|Family,2010-04-23,11,5.5,2010,5800000.0,0.0
0.442301,4466000,0,Johannes StjÃ¤rne Nilsson|Ola Simonsson,102,Comedy,2010-12-25,29,7.2,2010,4466000.0,0.0
0.426522,0,0,Fernanda Cardoso,83,Drama|Romance,2010-06-23,23,6.1,2010,0.0,0.0
0.424197,3100000,0,Benedek Fliegauf,111,Romance|Science Fiction,2010-07-15,40,5.6,2010,3100000.0,0.0
0.423663,0,0,Walt Dohrn,8,Fantasy|Animation|Drama|Comedy|Science Fiction,2010-12-07,14,5.1,2010,0.0,0.0
0.423512,1400000,0,Daryn Tufts,84,Comedy|Romance,2010-04-22,31,6.0,2010,1400000.0,0.0
0.422828,0,18000,Richard Levine,93,Drama|Comedy|Romance,2010-01-14,19,4.5,2010,0.0,18000.0
0.609668999999999,550000,0,Colin Levy,14,Animation|Fantasy,2010-09-30,51,7.6,2010,550000.0,0.0
0.417035,10000000,0,Uwe Boll,79,Action|Adventure|Fantasy|Horror,2010-11-05,38,3.6,2010,10000000.0,0.0
0.416714,0,0,Peter Chung,90,Adventure|Fantasy|Animation|Action|Thriller,2010-11-24,19,6.0,2010,0.0,0.0
0.410128,0,0,Jon Jones,182,Fantasy|Comedy|Science Fiction,2010-05-30,36,6.5,2010,0.0,0.0
0.23283,0,0,Joaquim Dos Santos,22,Animation|Action,2010-11-09,46,7.0,2010,0.0,0.0
0.407787,0,0,Shane Van Dyke,90,Action|Adventure|Thriller,2010-08-07,32,2.7,2010,0.0,0.0
0.406941,15000000,20529194,Shana Feste,117,Drama|Romance,2010-12-22,49,5.9,2010,15000000.0,20529194.0
0.401176,500000,0,Andy Mitton|Jesse Holland,99,Horror|Thriller,2010-01-23,22,5.0,2010,500000.0,0.0
0.400305,0,0,Sam Liu|Lauren Montgomery,75,Action|Adventure|Animation,2010-02-23,79,7.1,2010,0.0,0.0
0.397548,0,4790751,Banksy,87,Documentary,2010-01-24,200,7.7,2010,0.0,4790751.0
0.39567,0,850994,Bernard Rose,121,Crime|Drama|Comedy,2010-10-07,33,6.2,2010,0.0,850994.0
0.393778,10000000,0,Marius Holst,120,Drama|Action,2010-12-16,32,6.6,2010,10000000.0,0.0
0.393626,27000000,16504936,Stuart Beattie,103,Action|Adventure|Drama,2010-08-08,112,6.5,2010,27000000.0,16504936.0
0.390858,0,0,Dick Maas,85,Horror|Comedy,2010-10-31,25,4.7,2010,0.0,0.0
0.389123,0,0,Iain Riddick|Martin Williams|Nathan Williams,86,Documentary,2010-04-24,15,7.0,2010,0.0,0.0
0.385532,0,0,Yoshihiro Nakamura,139,Action|Comedy|Drama|Mystery|Thriller,2010-01-30,11,7.3,2010,0.0,0.0
0.385303,0,0,Marcos Efron,91,Horror|Thriller|Crime|Mystery,2010-02-25,54,5.1,2010,0.0,0.0
0.379104,0,0,Erik White,99,Comedy,2010-08-20,30,5.8,2010,0.0,0.0
0.082894,0,0,Sergio Mimica-Gezzan,421,Drama|History|Romance,2010-07-23,22,7.3,2010,0.0,0.0
0.375979,31000000,15134293,Tom Vaughan,105,Drama,2010-01-21,44,5.8,2010,31000000.0,15134293.0
0.374797,0,0,Peter Shin,56,Animation|Fantasy|Comedy|Science Fiction,2010-10-22,89,7.0,2010,0.0,0.0
0.368927,10000000,33583175,John Erick Dowdle,80,Horror|Mystery|Thriller,2010-01-13,433,5.6,2010,10000000.0,33583175.0
0.368374,0,539957,Gregg Araki,86,Science Fiction|Comedy|Mystery,2010-08-22,68,5.3,2010,0.0,539957.0
0.364652,0,42145,Jake Scott,110,Drama,2010-10-29,80,6.3,2010,0.0,42145.0
0.361861,0,0,Michael Morrissey,93,Action|Crime|Drama|Thriller,2010-08-11,26,5.8,2010,0.0,0.0
0.359688,15000000,0,Susanne Bier,119,Drama,2010-08-26,60,7.1,2010,15000000.0,0.0
0.359543,0,0,Mark Piznarski,88,Drama|Romance,2010-12-06,16,6.0,2010,0.0,0.0
0.356462,0,0,Teddy Newton,6,Animation|Adventure|Comedy|Family|Fantasy,2010-06-17,179,7.6,2010,0.0,0.0
0.348945,7000000,0,Jay Duplass|Mark Duplass,91,Comedy|Drama|Romance,2010-06-18,75,6.1,2010,7000000.0,0.0
0.346981,8000000,0,P.J. Pesce,86,Action|Comedy|Crime|Thriller,2010-01-19,53,5.4,2010,8000000.0,0.0
0.346631,0,0,Michael Goldbach,98,Drama|Romance,2010-09-10,35,5.7,2010,0.0,0.0
0.345663,0,0,Fernando Barreda Luna,75,Horror|Thriller,2010-10-15,24,4.8,2010,0.0,0.0
0.189991,0,0,Adam Rehmeier,76,Horror,2010-01-01,11,4.8,2010,0.0,0.0
0.34123,0,0,Ian Kirby,15,Animation|Action|Thriller|Science Fiction,2010-12-07,177,7.3,2010,0.0,0.0
0.340855,0,338987,Werner Herzog|Dmitry Vasyukov,94,Documentary,2010-09-03,22,7.1,2010,0.0,338987.0
0.312595,14000000,21409028,Rick Famuyiwa,103,Comedy,2010-03-12,26,5.9,2010,14000000.0,21409028.0
0.146543,0,0,Jang Hoon,116,Drama|Thriller|Foreign,2010-02-04,10,6.3,2010,0.0,0.0
0.335013,0,0,Martyn Pick,76,Animation|Science Fiction,2010-12-10,15,5.5,2010,0.0,0.0
0.334115,104002432,0,Craig Pryce,87,Comedy|Drama|Romance,2010-07-20,12,5.3,2010,104002432.0,0.0
0.332904,100000,1000000,Shinji Aramaki|Hideki Futamura,93,Action|Animation|Science Fiction,2010-02-16,19,7.2,2010,100000.0,1000000.0
0.331978,0,0,Will Geiger,75,Action|Adventure|Drama|Family,2010-03-23,22,5.1,2010,0.0,0.0
0.328667,30000000,8454301,Richard J. Lewis,134,Comedy|Drama,2010-10-26,70,6.9,2010,30000000.0,8454301.0
0.32716,0,693181,Geoffrey Sax,101,Drama|Thriller,2010-05-17,14,5.7,2010,0.0,693181.0
0.255051,0,0,Alexandre O. Philippe,93,Documentary,2010-03-14,19,5.9,2010,0.0,0.0
0.3261,80000000,74901339,Martin Campbell,117,Crime|Drama|Mystery|Thriller,2010-01-29,276,6.0,2010,80000000.0,74901339.0
0.321863,0,0,Kaare Andrews,90,Horror|Action|Thriller|Science Fiction,2010-10-10,36,4.8,2010,0.0,0.0
0.321694,0,0,Andrew Traucki,94,Drama|Horror|Thriller,2010-05-15,59,5.3,2010,0.0,0.0
0.326168,0,0,James Rabbitts,94,Mystery|Horror|Thriller|Crime,2010-10-10,25,5.1,2010,0.0,0.0
0.319013,0,0,Hans Petter Moland,103,Comedy|Crime|Drama,2010-03-19,14,6.3,2010,0.0,0.0
0.318587,4600000,1163967,Noel Clarke|Mark Davis,117,Action|Thriller|Crime|Romance,2010-06-02,37,5.9,2010,4600000.0,1163967.0
0.315527,4000000,55125,Abe Sylvia,90,Drama|Comedy,2010-09-12,36,6.2,2010,4000000.0,55125.0
0.312322,0,0,Julie Bertuccelli,100,Drama,2010-05-23,23,6.7,2010,0.0,0.0
0.309807,2000000,0,Stevan Mena,103,Crime|Horror|Mystery,2010-07-16,12,5.9,2010,2000000.0,0.0
0.308417,0,0,Kyle Balda|Samuel Tourneux,4,Animation|Comedy|Family,2010-12-13,79,7.0,2010,0.0,0.0
0.307351,0,0,Rob Schneider,101,Comedy,2010-09-03,10,5.1,2010,0.0,0.0
0.346071,30000,3045943,Henry Joost|Ariel Schulman,87,Documentary,2010-09-17,125,6.4,2010,30000.0,3045943.0
0.302377,35000000,39340177,Roger Kumble,92,Comedy,2010-04-02,75,4.7,2010,35000000.0,39340177.0
0.301054,12500000,1083683,George Hickenlooper,108,Crime|Comedy|Drama,2010-09-16,43,6.0,2010,12500000.0,1083683.0
0.300283,0,0,Anurag Basu,131,Drama|Action|Romance,2010-05-21,30,5.8,2010,0.0,0.0
0.297737,2500000,0,Justin Jones,93,TV Movie|Science Fiction,2010-02-24,11,3.3,2010,2500000.0,0.0
0.29666,2500000,52604,Adam Green,89,Horror|Comedy|Thriller,2010-08-26,42,5.1,2010,2500000.0,52604.0
0.287095,0,0,Justin Chadwick,103,Romance|Drama,2010-09-04,16,5.5,2010,0.0,0.0
0.757081999999999,120000000,0,Jeremy Podeswa|Tim Van Patten|David Nutter|Graham Yost|Carl Franklin|Tony To,540,War|Drama|Action|Adventure|History,2010-05-16,183,7.8,2010,120000000.0,0.0
0.289545,0,0,Benny Chan,110,Action|Thriller|Science Fiction|Foreign,2010-08-11,11,5.0,2010,0.0,0.0
0.289469,2500000,0,G.E. Furst,93,Horror|Action|Science Fiction|Thriller,2010-08-21,16,3.3,2010,2500000.0,0.0
0.289022,0,0,David Robert Mitchell,93,Romance|Comedy|Drama,2010-05-17,18,6.3,2010,0.0,0.0
0.286433,0,0,Ron Oliver,90,Comedy|Drama|Family|TV Movie,2010-01-01,25,4.1,2010,0.0,0.0
0.285687,0,0,Will Canon,79,Drama|Action|Thriller,2010-01-01,13,6.0,2010,0.0,0.0
0.283241,20000000,4634062,Kevin Munroe,107,Action|Comedy|Horror|Mystery|Science Fiction,2010-10-26,69,4.9,2010,20000000.0,4634062.0
0.279938,0,0,Steve Shill,184,Family|History|Action|Drama,2010-05-01,14,6.4,2010,0.0,0.0
0.278689,0,0,Dean Francis,90,Horror|Thriller|Science Fiction,2010-05-28,14,3.2,2010,0.0,0.0
0.278268,0,0,Gary Harvey,89,Comedy,2010-01-30,23,5.8,2010,0.0,0.0
0.276859,0,0,Hattie Dalton,92,Drama,2010-06-01,18,7.1,2010,0.0,0.0
0.494214,500000,0,Scott Wheeler,88,Comedy,2010-10-17,11,3.9,2010,500000.0,0.0
0.275607,30000,617000,Rob Epstein|Jeffrey Friedman,84,Drama,2010-08-26,45,6.8,2010,30000.0,617000.0
0.27519,3000000,103735,Alex Gibney|Rachel Grady|Heidi Ewing|Seth Gordon|Eugene Jarecki|Morgan Spurlock,93,Documentary,2010-10-01,25,6.7,2010,3000000.0,103735.0
0.271442,65000,0,Lena Dunham,99,Comedy,2010-11-12,29,5.8,2010,65000.0,0.0
0.271381,12500000,3878993,William Dear,118,Drama|Family,2010-04-01,12,5.7,2010,12500000.0,3878993.0
0.269283,0,215576,Josh Radnor,100,Comedy|Romance,2010-01-20,51,6.4,2010,0.0,215576.0
0.26795,0,0,Steve Martino|Mike Thurmeier,3,Animation,2010-12-25,20,7.1,2010,0.0,0.0
